response_id,primary_specialty,officer_rank,year_executed_order,billet_current,order_lag_in_months,transparency_rank,satistfaction_rank,favoritism_rank,assignment_current,geographic_preference,career_path,doctor_as_detailer,homestead_length_in_years,homestead_problem,match_desirability,match_month,assignment_preference,officer_rank_preference
1238,OB/GYN,CDR,2016,CONUS MTF,NA,3,3,3,2nd choice,National Capital Region,Resign/Retire,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1239,OB/GYN,CDR,2016,OCONUS MTF,2-4 months,2,1,2,> 4th choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,Do not care,4 tours (~12 years),No,Other,Feb-17,No,Yes
1240,Dermatology,CDR,2014,CONUS MTF,> 4 months,5,5,4,1st choice,Southern California,Clinical Medicine,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
1241,OB/GYN,CDR,2016,CONUS MTF,NA,5,5,NA,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Yes,Other,Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1242,OB/GYN,CDR,2015,CONUS Operational,2-4 months,5,1,2,> 4th choice,Southern California,Resign/Retire,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1243,Otolaryngology,CDR,2015,CONUS MTF,2-4 months,4,5,5,1st choice,Southern California,Academic Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jul-16,NA,Yes
1245,OB/GYN,LT,2016,CONUS MTF,> 4 months,3,4,5,1st choice,National Capital Region,Academic Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
1246,OB/GYN,LCDR,2015,OCONUS MTF,> 4 months,4,4,4,1st choice,Pacific Northwest,Clinical Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1061,Resident,LT,2012,GME,> 4 months,NA,NA,NA,1st choice,Southern California,Clinical Medicine,Do not care,2 tours (~6 years),No,Something similar to the National Residency Match Program,Dec-16,No,Yes
1248,OB/GYN,LT,2016,GME,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,Internal Medicine (General),LT,2016,GME,2-4 months,4,4,NA,1st choice,National Capital Region,Academic Medicine,No,Other,No,Something similar to the National Residency Match Program,Jan-17,Yes,No
1250,OB/GYN,CDR,2016,OCONUS Operational,NA,5,3,1,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1252,Pathology,CAPT or Flag,2015,CONUS Operational,2-4 months,5,5,4,1st choice,Southern California,Clinical Medicine,No,2 tours (~6 years),Yes,NA,NA,NA,NA
1102,Resident,LCDR,2014,CONUS MTF,2-4 months,4,5,4,1st choice,Southern California,Operational Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1254,Otolaryngology,LCDR,2014,OCONUS MTF,2-4 months,2,3,4,Other,NA,Clinical Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,No
1255,OB/GYN,LCDR,2015,OCONUS MTF,2-4 months,5,4,5,4th choice,Southern California,Academic Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
1257,OB/GYN,LCDR,2014,CONUS MTF,2-4 months,2,2,3,> 4th choice,Pacific Northwest,Undecided,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
1258,Pulmonary Critical Care (IM),LCDR,2016,OCONUS MTF,2-4 months,4,4,NA,1st choice,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,No
1259,Emergency Medicine,LCDR,2014,CONUS MTF,2-4 months,5,5,NA,1st choice,Southern California,Other,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
1260,OB/GYN,LCDR,2016,OCONUS MTF,2-4 months,3,3,3,4th choice,Europe,Resign/Retire,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No
1261,OB/GYN,LCDR,2016,CONUS MTF,NA,4,3,4,1st choice,"Southeast (North Carolina, Florida)",Undecided,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1127,Resident,LT,2015,CONUS MTF,2-4 months,NA,NA,NA,1st choice,National Capital Region,Mixed,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Nov-16,Yes,No
1141,Resident,LT,2015,GME,2-4 months,5,5,NA,1st choice,National Capital Region,Clinical Medicine,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,No,Yes
1158,Resident,LCDR,2014,CONUS MTF,2-4 months,2,3,5,2nd choice,Southern California,Operational Medicine,No,2 tours (~6 years),Other,Something similar to the National Residency Match Program,Jan-17,Yes,No
1266,Aerospace Medicine (Residency Trained Flight),CAPT or Flag,2013,Non-Operational/Non-Clinical,2-4 months,5,5,5,1st choice,National Capital Region,Resign/Retire,Other,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
1267,OB/GYN,LCDR,2015,CONUS MTF,2-4 months,5,5,5,2nd choice,Southern California,Academic Medicine,No,3 tours (~9 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1268,Ophthalmology,CDR,2016,OCONUS MTF,2-4 months,5,5,3,1st choice,Pacific Northwest,Mixed,No,2 tours (~6 years),Yes,Other,Jan-17,Yes,No
1179,Resident,LT,2016,GME,> 4 months,3,3,NA,1st choice,"Pacific (Hawaii, Guam, Japan)",Mixed,Yes,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1205,Resident,LT,2016,CONUS MTF,NA,2,NA,NA,1st choice,Southern California,Mixed,Do not care,3 tours (~9 years),No,Other,Feb-17,NA,NA
1271,Occupational Medicine,LCDR,2016,OCONUS MTF,2-4 months,2,3,NA,1st choice,NA,Executive Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
1217,Resident,LT,2016,GME,2-4 months,2,3,2,1st choice,National Capital Region,Academic Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1273,Aerospace Medicine (Residency Trained Flight),CAPT or Flag,2015,CONUS Operational,2-4 months,5,5,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Executive Medicine,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,NA
1274,OB/GYN,LT,2015,CONUS MTF,2-4 months,5,5,5,2nd choice,Southern California,Clinical Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Feb-17,Yes,No
1234,Resident,LT,2014,CONUS MTF,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,Neurosurgery,CAPT or Flag,2013,CONUS MTF,> 4 months,5,5,5,1st choice,Southern California,Resign/Retire,No,Other,Other,Other,Other,NA,No
1320,Resident,LCDR,2014,GME,2-4 months,3,4,5,1st choice,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Nov-16,Yes,Yes
1279,Psychiatry,LCDR,2016,CONUS Operational,2-4 months,4,3,4,2nd choice,"Pacific (Hawaii, Guam, Japan)",Undecided,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
97,Undersea Medicine,LT,2016,OCONUS Operational,NA,2,2,NA,2nd choice,"Pacific (Hawaii, Guam, Japan)",Undecided,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Feb-17,Yes,No
1282,OB/GYN,CDR,2015,CONUS MTF,NA,5,5,5,1st choice,Southern California,Clinical Medicine,Do not care,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1283,OB/GYN,LT,2015,GME,2-4 months,4,5,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Do not care,4 tours (~12 years),No,NA,NA,NA,NA
1284,OB/GYN,LCDR,2015,CONUS MTF,2-4 months,5,5,4,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,No,No
103,Undersea Medicine,LT,2015,CONUS Operational,NA,2,5,4,1st choice,Northeast,Clinical Medicine,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1287,Family Medicine,CAPT or Flag,2016,OCONUS Operational,NA,1,5,1,2nd choice,"Pacific (Hawaii, Guam, Japan)",Executive Medicine,Yes,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1288,OB/GYN,LT,2016,GME,2-4 months,4,4,3,2nd choice,Southern California,Clinical Medicine,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Mar-17,Yes,Yes
1289,Family Medicine,CAPT or Flag,2015,CONUS Operational,2-4 months,3,3,3,2nd choice,Southern California,Executive Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
239,Undersea Medicine,CAPT or Flag,2014,OCONUS Operational,2-4 months,2,2,2,Other,Europe,Operational Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,No,No
1292,OB/GYN,LCDR,2014,CONUS MTF,2-4 months,2,3,2,3rd choice,"Southeast (North Carolina, Florida)",Undecided,Do not care,3 tours (~9 years),Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,NA,NA
1293,Neurosurgery,CDR,2016,CONUS MTF,2-4 months,5,5,5,1st choice,National Capital Region,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1295,Otolaryngology,CDR,2016,CONUS MTF,2-4 months,4,4,2,2nd choice,Southern California,Academic Medicine,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1296,Other,CAPT or Flag,2013,OCONUS Operational,> 4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,Radiology,CAPT or Flag,2015,CONUS Operational,NA,3,3,3,1st choice,Southern California,Resign/Retire,No,2 tours (~6 years),Other,Other,Dec-16,Yes,Yes
1298,OB/GYN,CAPT or Flag,2014,CONUS MTF,> 4 months,3,3,NA,1st choice,Europe,Executive Medicine,Yes,Other,Yes,Something similar to the National Residency Match Program,Dec-16,Yes,No
1300,Cardiology (IM),CDR,2014,CONUS MTF,NA,1,3,4,1st choice,Southern California,Clinical Medicine,Yes,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,Yes,Yes
1301,Psychiatry,LT,2016,CONUS MTF,> 4 months,2,1,2,Other,Europe,Undecided,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,No
1302,Family Medicine,CDR,2016,OCONUS Operational,2-4 months,4,3,3,Other,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,NA
1303,Aerospace Medicine (Residency Trained Flight),LCDR,2016,OCONUS Operational,2-4 months,1,1,1,Other,"Southeast (North Carolina, Florida)",Resign/Retire,Yes,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1304,Family Medicine,LT,2016,CONUS Operational,2-4 months,2,3,NA,Other,Europe,Mixed,Other,3 tours (~9 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1305,Family Medicine,CDR,2016,Non-Operational/Non-Clinical,2-4 months,2,2,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Undecided,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Sep-16,Yes,Yes
343,Undersea Medicine,LT,2015,OCONUS Operational,NA,2,2,4,1st choice,Middle East or Africa,Mixed,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1308,Endocrinology (IM),CDR,2015,CONUS MTF,2-4 months,4,5,5,1st choice,Europe,Resign/Retire,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Nov-16,Yes,Yes
1309,OB/GYN,CAPT or Flag,2007,CONUS MTF,NA,5,5,NA,1st choice,Southern California,Academic Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
1311,Family Medicine,CDR,2014,OCONUS MTF,> 4 months,4,5,3,1st choice,Europe,Undecided,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
1063,Undersea Medicine,LCDR,2014,CONUS Operational,> 4 months,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1314,OB/GYN,LCDR,2015,CONUS MTF,2-4 months,4,5,5,1st choice,Southern California,Undecided,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,No
1315,Internal Medicine (General),LT,2015,OCONUS MTF,NA,2,4,3,Other,Pacific Northwest,Clinical Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Oct-16,Yes,Yes
1316,Internal Medicine (General),LT,2014,OCONUS MTF,2-4 months,3,4,2,1st choice,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,Other,3 tours (~9 years),No,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
1317,Psychiatry,LCDR,2015,CONUS MTF,2-4 months,4,3,4,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1318,Cardiothoracic Surgery,CDR,2013,CONUS MTF,> 4 months,3,4,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Operational Medicine,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Feb-17,NA,NA
1064,Undersea Medicine,LT,2015,CONUS Operational,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1321,Otolaryngology,LCDR,2016,CONUS MTF,2-4 months,5,4,3,2nd choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,No,2 tours (~6 years),Other,Other,Feb-17,NA,NA
1322,Otolaryngology,LCDR,2016,CONUS MTF,2-4 months,3,3,3,2nd choice,"Pacific (Hawaii, Guam, Japan)",Academic Medicine,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1323,Otolaryngology,LCDR,2016,OCONUS MTF,2-4 months,3,3,3,1st choice,Europe,Academic Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1325,Family Medicine,LT,2016,GME,2-4 months,4,4,NA,1st choice,NA,Mixed,Do not care,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,No,Yes
1326,Anesthesiology,CDR,2013,Non-Operational/Non-Clinical,2-4 months,1,1,1,Other,NA,Undecided,Yes,1 tour (~3 years),Yes,NA,NA,NA,NA
1327,Otolaryngology,LCDR,2016,CONUS MTF,2-4 months,4,4,3,1st choice,Southern California,Clinical Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
1067,Undersea Medicine,LT,2015,CONUS MTF,NA,1,1,3,Other,Europe,Mixed,Do not care,2 tours (~6 years),Other,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
1331,Family Medicine,LT,2016,CONUS Operational,> 4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,Emergency Medicine,LCDR,2015,CONUS MTF,2-4 months,4,5,2,Other,Europe,Mixed,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
1333,Neurosurgery,CDR,2011,CONUS MTF,2-4 months,3,3,4,1st choice,National Capital Region,Academic Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
1334,Cardiothoracic Surgery,CDR,2015,CONUS MTF,> 4 months,1,3,2,1st choice,Southern California,Resign/Retire,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,NA
1069,Undersea Medicine,LT,2014,Non-Operational/Non-Clinical,NA,1,1,4,> 4th choice,Europe,Operational Medicine,Do not care,1 tour (~3 years),Yes,Other,Dec-16,Yes,Yes
1337,Infectious Disease (IM),CDR,2012,CONUS MTF,2-4 months,3,3,5,1st choice,Southern California,Resign/Retire,Do not care,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,NA
1338,Neurosurgery,LCDR,2012,GME,> 4 months,NA,NA,NA,1st choice,Southern California,Academic Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Mar-17,Yes,Yes
1339,Family Medicine,CDR,2015,OCONUS MTF,NA,1,1,NA,Other,Pacific Northwest,Resign/Retire,Yes,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
1340,Emergency Medicine,LCDR,2016,OCONUS MTF,2-4 months,4,5,3,1st choice,Southern California,Mixed,No,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
1341,Family Medicine,LCDR,2013,CONUS Operational,2-4 months,4,4,4,1st choice,"Southeast (North Carolina, Florida)",Operational Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1342,Gastroenterology (IM),CDR,2015,CONUS MTF,> 4 months,NA,3,1,1st choice,National Capital Region,Resign/Retire,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,NA,Yes,Yes
1343,Ophthalmology,CAPT or Flag,2016,CONUS Operational,NA,1,1,1,> 4th choice,"Southeast (North Carolina, Florida)",Resign/Retire,Yes,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
1344,OB/GYN,LCDR,2014,OCONUS MTF,2-4 months,1,3,3,Other,Southern California,Undecided,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
1345,Otolaryngology,LCDR,2015,OCONUS MTF,2-4 months,2,2,3,> 4th choice,"Southeast (North Carolina, Florida)",Clinical Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1346,Infectious Disease (IM),CDR,2015,CONUS MTF,> 4 months,5,4,5,2nd choice,National Capital Region,Clinical Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1348,OB/GYN,LCDR,2015,GME,2-4 months,NA,NA,NA,Other,Pacific Northwest,Mixed,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,NA
1350,Ophthalmology,CAPT or Flag,2015,OCONUS MTF,2-4 months,2,5,3,> 4th choice,"Pacific (Hawaii, Guam, Japan)",Executive Medicine,No,Other,Other,NA,NA,NA,NA
1352,Cardiothoracic Surgery,CDR,2013,CONUS MTF,2-4 months,5,5,5,2nd choice,Southern California,Clinical Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
1353,Otolaryngology,LT,2016,CONUS MTF,2-4 months,5,4,5,1st choice,"Southeast (North Carolina, Florida)",Academic Medicine,No,Other,No,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
1354,Physical Medicine and Rehabilitation,LCDR,2015,CONUS MTF,> 4 months,5,5,5,1st choice,Southern California,Resign/Retire,No,4 tours (~12 years),Other,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
1356,General Surgery,CAPT or Flag,2014,CONUS Operational,2-4 months,4,4,3,2nd choice,Southern California,Clinical Medicine,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1357,Family Medicine,LCDR,2014,GME,NA,4,3,2,1st choice,"Southeast (North Carolina, Florida)",Operational Medicine,No,3 tours (~9 years),No,Something similar to the National Residency Match Program,Dec-16,No,Yes
1358,OB/GYN,LCDR,2014,CONUS Operational,2-4 months,5,3,4,> 4th choice,Southern California,Mixed,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
1359,General Surgery,CDR,2016,CONUS Operational,2-4 months,2,3,2,1st choice,Southern California,Resign/Retire,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1070,Undersea Medicine,LT,2015,CONUS Operational,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,Undersea Medicine,CAPT or Flag,2015,CONUS Operational,2-4 months,4,5,4,1st choice,NA,Research,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
1362,Pediatrics,LT,2014,CONUS MTF,> 4 months,2,3,2,> 4th choice,Northeast,Undecided,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,No
1272,Undersea Medicine,LT,2016,CONUS Operational,NA,3,5,NA,1st choice,Pacific Northwest,Clinical Medicine,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1364,Internal Medicine (General),LCDR,2016,CONUS MTF,NA,1,2,1,2nd choice,"Tidewater Region (Portsmouth, Norfolk)",Other,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
1365,Pathology,LCDR,2014,CONUS MTF,2-4 months,4,NA,5,1st choice,Southern California,Clinical Medicine,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Sep-16,Yes,Yes
